post_tokens,toxic_tokens,post_label
"['a', 'paleoconservative', 'on', 'twitter', 'recently', 'said', 'that', 'sexual', 'harassment', 'in', 'the', 'workplace', 'would', 'not', 'be', 'a', 'problem', 'if', 'women', 'stayed', 'home', 'and', 'raised', 'their', 'kids', 'i', 'think', 'that', 'if', 'women', 'are', 'dressed', 'like', 'thots', 'men', 'have', 'a', 'right', 'to', 'flirt', 'grope', 'etc', 'it', 'obviously', 'what', 'the', 'women', 'want']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['italy', 'tired', 'of', 'afrikas', 'and', 'muslim', 'migrations', 'start', 'sending', 'back', 'them', 'to', 'their', 'own', 'world', '👍']","[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['lmfao', 'man', 'city', 'got', 'hoed', 'out', '🤭']","[0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'anyone', 'looks', 'at', 'them', 'yes', 'by', 'the', 'way', 'that', 'was', 'a', 'backpedal', 'originally', 'quote', 'was', 'suppressed', 'revealing', 'that', 'the', 'intent', 'is', 'to', 'crush', 'replies', 'down', 'into', 'an', 'easily', 'ignored', 'ghetto', 'under', 'the', 'big', 'brand', 'posts']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'lmao', 'im', 'finna', 'b', 'a', 'dyke', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'am', 'shocked', 'at', 'he', 'fucking', 'refugees', 'in', 'our', 'news', 'media']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",offensive
"['no', 'be', 'better', 'is', 'the', 'advice', 'from', 'the', 'conservatively', 'loved', 'first', 'lady', 'can', 'not', 'be', 'a', 'slut', 'if', 'you', 'have', 'never', 'had', 'sex', 'btw']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",offensive
"['african', 'and', 'asian', 'men', 'are', 'notorious', 'for', 'mistreating', 'women', 'yet', 'feminists', 'in', 'theresa', 'may', 'britain', 'are', 'singling', 'out', 'white', 'men', 'for', 'sexual', 'harassment']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['kirishima', 'best', 'boy', 'president', 'of', 'the', 'respecting', 'women', 'club', 'top', '<number>', 'feminists', 'of', 'all', 'time', 'defender', 'of', 'lesbians', 'sweet', 'baby', 'kirishima']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'victims', 'such', 'as', 'the', 'ones', 'in', 'the', 'video', 'youngsters', 'like', 'kriss', 'donald', 'the', '1', '0', '0', '0', 'of', 'groomed', 'and', 'raped', 'white', 'girls', 'etc', 'are', 'mere', 'collateral', 'damage', 'to', 'those', 'promoting', 'the', 'subversion', 'of', 'advanced', 'previously', 'largely', 'homogenous', 'nations']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['wrong', 'for', 'not', 'throwing', 'the', 'arabs', 'out', 'earlier', 'like', '<number>', 'and', 'take', 'har', 'habayit', 'fully', 'no', 'one', 'would', 'have', 'blinked', 'israel', 'here', 'to', 'stay']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['moslems', 'and', 'their', 'koran', 'are', 'just', 'sandnigger', 'mormons', 'and', 'their', 'own', 'book', 'of', 'mormons', 'they', 'add', 'nothing', 'to', 'human', 'development']","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['yeehaw', '<number>', 'nigger', 'free', 'days']","[0, 0, 1, 0, 0]",hatespeech
"['blacks', 'are', 'only', '<number>', 'of', 'the', 'u.s.', 'population', 'therefore', 'black', 'millionaires', 'and', 'billionaires', 'like', 'oprah', 'samuel', 'l', 'jackson', 'colin', 'kaepernick', 'and', 'countless', 'others', 'confirm', 'my', 'point', 'white', 'america', 'made', 'these', 'blacks', 'extremely', 'wealthy', 'and', 'yet', 'sadly', 'most', 'millennial', 'blacks', 'believe', 'the', 'left', 'lie', 'that', 'their', 'opportunities', 'for', 'success', 'are', 'limited']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['you', 'cant', 'either', 'pussy', 'all', 'talk', 'no', 'action', 'threats', 'accusations', 'hypocrisy', 'and', 'cowardice', 'typical', 'kike', 'rat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['danish', 'pm', 'giving', 'us', 'the', 'gift', 'of', 'infinity', 'niggers', 'and', 'arabs']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",hatespeech
"['bitches', 'be', 'on', 'they', '1', '7', 'th', 'drug', 'dealer', 'sad', 'amp', 'depressed', 'baby', 'maybe', 'u', 'need', 'a', 'nigga', 'who', 'work', 'at', 'kohl', '’', 'warehouse', 'or', 'something', '😭', '😂', '💀']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['that', 'white', 'bitch', 'on', 'dupd', 'need', 'some', 'dick', 'or', 'something', '😂', 'she', 'forever', 'mad']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['there', 'are', 'asian', 'tiktokers', 'asians', 'on', 'tiktok', 'and', 'tiktokers', 'who', 'happen', 'to', 'be', 'asian']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['disrespect', 'islamic', 'n', 'its', 'teachings']","[0, 0, 0, 0, 0]",normal
"['now', 'he', 'comes', 'aaron', 'judge', 'certainly', 'one', 'of', 'the', 'hotter', 'yankees', 'michael', 'kay', 'no', 'homo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",offensive
"['this', 'faggot', '<user>', 'likes', 'muslim', 'goat', 'dick', 'advocates', 'for', 'white', 'genocide', 'and', 'shills', 'using', 'the', 'same', 'repeated', 'script', 'i', 'am', 'sure', 'that', 'he', 'a', 'paid', 'shill']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['if', 'refugees', 'and', 'illegal', 'immigrants', 'did', 'not', 'have', 'voting', 'rights', 'my', 'blue', 'state', 'would', 'be', 'red', 'again']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['ever', 'notice', 'how', 'these', 'women', 'resemble', 'each', 'other']","[0, 0, 0, 0, 0, 0, 0, 0]",normal
"['ban', 'abortion', 'for', 'white', 'women']","[1, 1, 0, 0, 0]",offensive
"['it', 'a', 'ghetto', 'sport', 'known', 'as', 'polarbearhunting', 'often', 'combined', 'with', 'the', 'knockout', 'game', 'both', 'web', 'searchable', 'for', 'now', 'resist', 'whitegenocide', 'neverforget']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['we', 'need', 'nigger', 'control']","[0, 1, 1, 1]",hatespeech
"['you', 'd', 'think', 'a', 'gay', 'gym', 'would', 'have', 'whatever', 'equipment', 'required', 'to', 'work', 'the', 'rear', 'end']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['earlier', 'today', 'i', 'was', 'wondering', 'if', 'i', 'was', 'manic', 'or', 'not', 'and', 'i', 'almost', 'fought', 'some', 'dumb', 'bitch', 'at', 'a', 'stop', 'light', 'so', 'i', 'd', 'say', 'ya', 'i', 'am', 'most', 'definitely', 'manic']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['fugly', 'lezbian', 'jews', 'like', 'this', 'are', 'why', 'im', 'cool', 'with', 'domestic', 'violence', 'with', 'the', 'kind', 'of', 'attitude', 'and', 'birdbrain', 'this', 'jew', 'broad', 'has', 'im', 'willng', 'to', 'bet', 'anything', 'that', 'either', 'a', 'male', 'or', 'butch', 'dyke', 'husband', 'is', 'gonna', 'wind', 'up', 'punching', 'her', 'til', 'she', 'shits', 'out', 'her', 'bones', '🙄']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['nigger', 'told', 'a', 'lie', '😳', 'naacp', 'leader', 'racial', 'profiling', 'claim', 'challenged', 'after', 'bodycam', 'footage', 'released', 'fox', 'news']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['this', 'is', 'now', 'the', 'case', 'in', 'every', 'country', 'run', 'by', 'liberals', 'the', 'islamic', 'soros', 'state', 'is', 'a', 'nonstop', 'isis', 'cancer', 'funding', 'for', 'a', 'guaranteed', 'liberal', 'dictatorship', 'that', 'willnever', 'leave', 'and', 'switch', 'the', 'population', 'to', 'immigrants', 'and', 'kill', 'off', 'the', 'native', 'people', 'history', 'religions', 'cultures', 'economies', 'and', 'futuregenerations']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'blacks', 'muzzys', 'wetbacks', 'first']","[0, 1, 1, 0, 0]",hatespeech
"['not', 'caring', 'that', 'black', 'women', 'are', '<number>', 'times', 'as', 'likely', 'to', 'abort', 'their', 'unborn', 'baby', 'than', 'white', 'women', 'is', 'not', 'racist', 'not', 'wanting', 'to', 'fund', 'abortion', 'thereby', 'protecting', 'black', 'lives', 'is', 'racist', 'tom', 'trinko', 'sjwlogic']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",offensive
"['you', 'want', 'a', 'bitch', 'i', 'will', 'show', 'you', 'a', 'bitch']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['you', 'put', 'a', 'ring', 'on', 'that', 'bitch', 'amp', 'she', 'a', 'hoe', 'still', '🤣']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",offensive
"['i', 'd', 'rather', 'stare', 'at', 'a', 'bowl', 'full', 'of', 'shit', 'then', 'look', 'at', 'those', 'ugly', 'dinosaur', 'gorrila', 'lookin', 'nigger', 'biches']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",hatespeech
"['we', 'were', 'not', 'paid', 'we', 'were', 'threatened', 'by', 'the', 'globalists', 'and', 'their', 'calls', 'for', 'one', 'worldoligarchy', 'by', 'the', 'blacks', 'and', 'their', 'home', 'invasions', 'and', 'muggings', 'by', 'muslims', 'and', 'their', 'terror', 'and', 'by', 'the', 'commies', 'and', 'their', 'calls', 'for', 'white', 'genocide', 'who', 'pays', 'you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",offensive
"['sorry', 'white', 'men', 'you', 'are', 'just', 'begging', 'to', 'be', 'cheated', 'on', 'vice']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['lol', 'at', '<user>', 'thinks', 'currynigger', 'monkey', 'cow', 'elephant', 'worshipping', 'streetshitters', 'are', 'taking', 'over', 'the', 'world', 'lol', 'currynigger', 'you', 're', 'just', 'riding', 'the', 'white', 'mans', 'dick', 'thank', 'u', 'come', 'again']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['just', 'to', 'be', 'clear', 'it', 'cool', 'for', 'the', 'bitch', 'to', 'get', 'the', 'dick', 'but', 'not', 'if', 'she', 'a', 'dumb', 'bitch', 'and', 'dirty', 'in', 'which', 'case', 'she', 'gets', 'the', 'cliff']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['gab', 'day', 'i', 'think', 'it', 'a', 'great', 'day', 'to', 'get', 'the', 'word', 'out', 'to', 'all', 'of', 'our', 'friends', 'family', 'coworkers', 'and', 'fellow', 'countryman', 'about', 'where', 'to', 'find', 'a', 'real', 'uncensored', 'free', 'speech', 'community', 'to', 'replace', 'that', 'globalist', 'internet', 'spying', 'ghetto', 'called', 'twitter', 'let', 'make', 'today', 'gabday']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'wonder', 'how', 'many', 'illegal', 'immigrants', 'will', 'still', 'seek', 'sanctuary', 'in', 'california', 'lol']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",offensive
"['all', 'rotherham', 'and', 'many', 'other', 'town', 'rapists', 'and', 'sexual', 'abusers', 'of', 'little', 'white', 'girls', 'were', 'paki', 'muslims', 'honest', 'truth', 'and', 'nothing', 'but', 'the', 'truth', 'stupid', 'transgender', 'bitch', 'or', 'dog']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",hatespeech
"['lol', 'david', 'hogg', 'fbi', 'false', 'flag', 'specialist', 'father', 'alright', 'david', 'you', 'failed', 'as', 'punishment', 'you', 'are', 'a', 'full', 'on', 'faggot', 'now', 'here', 'your', 'new', 'boyfriend', 'from', 'our', 'fbi', 'assets', 'department', 'now', 'queer', 'it', 'up', 'for', 'the', 'camera']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",hatespeech
"['the', 'only', 'way', 'we', 'are', 'going', 'to', 'free', 'the', 'west', 'from', 'dangerous', 'invaders', 'is', 'to', 'ban', 'all', 'the', 'male', 'cucks', 'and', 'the', 'women', 'who', 'crave', 'somali', 'cock', 'from', 'our', 'parliaments']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",offensive
"['a', 'century', 'or', 'so', 'of', 'trying', 'to', 'solve', 'stupidity', 'with', 'schooling', 'poverty', 'with', 'government', 'handouts', 'violence', 'with', 'gun', 'control', 'and', 'bad', 'race', 'relations', 'with', 'forced', 'integration', 'demonstrably', 'has', 'not', 'worked', 'something', 'that', 'a', 'ten', 'minute', 'drive', 'around', 'your', 'local', 'black', 'ghetto', 'if', 'you', 'dare', 'will', 'show', 'you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['new', 'the', 'justice', 'department', 'is', 'reportedly', 'considering', 'making', 'it', 'easier', 'to', 'deport', 'immigrants', 'who', 'use', 'public', 'benefits', 'reuters']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'left', 'hinges', 'entirely', 'on', 'the', 'notion', 'that', 'white', 'people', 'are', 'obligated', 'to', 'share', 'any', 'homeland', 'with', 'niggers', 'muslims', 'jews', 'latinos', 'hispanics', 'indians', 'hindus', 'etc', 'asians', 'and', 'any', 'other', 'brown', 'or', 'black', 'third', 'worlders', 'maga', 'altright']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",hatespeech
"['<user>', '<user>', 'he', '’', 'gay', 'himself']","[0, 0, 0, 0, 0, 0]",normal
"['i', 'expat', 'i', 'think', 'i', 'might', 'have', 'criticised', 'some', 'muslims', 'and', 'a', 'bit', 'of', 'islam', 'possibly', 'some', 'jews', 'slightly', 'and', 'i', 'am', 'afraid', 'to', 'go', 'and', 'visit', 'my', 'elderly', 'relatives', 'i', 'am', 'pro', 'israel', 'though', 'perhaps', 'that', 'like', 'a', 'sort', 'of', 'passport', 'now', 'what', 'happening', 'to', 'us']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['since', 'vans', 'have', 'decided', 'to', 'attack', 'us', 'now', 'we', 'should', 'be', 'thankful', 'we', 'do', 'not', 'have', 'to', 'worry', 'about', 'terrorists', 'anymore', 'but', 'now', 'we', 'need', 'to', 'ban', 'all', 'white', 'vans', 'what', 'next']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'know', 'im', 'too', 'young', 'to', 'carry', 'a', 'gun', 'but', 'does', 'not', 'the', '2', 'nd', 'amendment', 'give', 'me', 'the', 'constitutional', 'right', 'to', 'defend', 'myself', 'by', 'smearing', 'wet', 'dog', 'shit', 'on', 'little', 'toddler', 'niglet', 'girls', 'who', 'wander', 'away', 'from', 'their', 'teenage', 'alcoholic', 'drug', 'addicted', 'single', 'mothers', '🇺', '🇸', '✝️', '🇺', '🇸', '✝️', '🇺', '🇸', '✝️']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['stfu', 'cunt', 'face', 'dyke', 'bitch', 'cunt']","[0, 1, 0, 1, 1, 1]",hatespeech
"['bullshit', 'it', 'amazes', 'me', 'how', 'far', 'kike', 'shills', 'will', 'go', 'to', 'defend', 'that', 'trash']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'i', 'say', 'this', 'with', 'love', 'she', 'a', 'badass', 'bitch']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['maybe', 'if', 'elite', 'gave', 'us', 'some', 'dykes', 'they', 'would', 'get', 'a', '4', 'th', 'season']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['u', 'fucking', 'kike', 'troll', 'eat', 'shit', 'with', 'your', 'nazi', 'obvious', 'cuckfaggory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",hatespeech
"['this', 'nail', 'salon', 'i', '’', 'm', 'at', 'is', 'ghetto', 'af', 'how', 'they', 'lady', 'that', 'was', 'doing', 'my', 'nails', 'stop', 'to', 'fight', 'her', 'boyfriend']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['affirmative', 'action', 'and', 'queers', 'weakened', 'our', 'military', 'some', 'equipment', 'is', 'old']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'a', 'white', 'boy', 'that', 'can', 'not', 'shoot', '😭', 'i', 'be', 'mad', 'as', 'hell', 'i', 'can', 'shoot', 'better', 'then', 'one', 'of', 'they', 'ass']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['how', 'did', 'these', 'jews', 'make', 'such', 'an', 'accurate', 'representation', 'of', 'the', 'pro', 'white', 'movement', 'it', 'just', 'like', 'us']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['oh', 'we', 'got', 'us', 'a', 'high', 'iq', 'kike', 'here', 'huh', 'can', 'your', 'high', 'iq', 'explain', 'why', 'jewish', 'boy', 'nicolas', 'cruz', 'murdered', '<number>', 'kids', 'because', 'he', 'jewish']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'need', 'my', 'bad', 'bitch', 'mentality', 'back', 'lol']","[0, 0, 0, 0, 1, 0, 0, 0]",offensive
"['you', 'dont', 'know', 'the', 'history', 'of', 'south', 'africa', 'get', 'the', 'book', 'folks', 'treason', 'volkverraad', 'the', 'book', 'is', 'only', 'in', 'afrikaans', 'do', 'research', 'faggot', 'i', 'know', 'everything', 'about', 'sa', 'more', 'then', 'you', 'will', 'ever', 'realize']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'these', 'are', 'the', 'kind', 'of', 'immigrants', 'we', 'all', 'should', 'welcome']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['me', 'you', 'know', 'what', 'they', 'say', 'about', 'people', 'with', 'big', 'hands', 'and', 'big', 'feet', 'wife', 'they', '’', 're', 'retarded', 'me', 'okay']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",offensive
"['brits', 'be', 'like', 'did', 'you', 'put', 'the', 'faggots', 'in', 'a', 'bin']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['and', 'it', 'only', 'white', 'countries', 'forced', 'to', 'diversify', 'black', 'brown', 'countries', 'never', 'do', 'you', 'do', 'not', 'see', 'the', 'un', 'jew', 'arabs', 'forcing', 'whites', 'into', 'mexico', 'south', 'america', 'or', 'any', 'islamic', 'countries', 'north', 'korea', 'china', 'japan', 'they', 'can', 'stay', 'as', 'slant', 'as', 'they', 'fucking', 'want', 'but', 'white', 'peaceful', 'countries', 'we', 'need', 'diversity', 'fuck', 'that']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",offensive
"['most', 'all', 'of', 'these', 'so', 'called', 'refugees', 'are', 'young', 'men', 'of', 'fighting', 'age', 'going', 'out', 'to', 'invade', 'the', 'whole', 'world', 'and', 'kill', 'all', 'who', 'will', 'not', 'convert', 'to', 'islam']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",hatespeech
"['says', 'the', 'homo', 'that', 'can', 'not', 'resist', 'spreading', 'he', 'legs', 'on', 'and', 'over', 'everything']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",offensive
"['personally', 'i', 'd', 'like', 'to', 'see', 'widespread', 'public', 'discussions', 'and', 'academic', 'research', 'concerning', 'the', 'holocaust', 'without', 'icke', 'and', 'rense', 'please', 'i', 'am', 'confident', 'the', 'science', 'and', 'historic', 'record', 'will', 'back', 'up', 'the', 'official', 'narrative', '<user>', '\u200d']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['mullets', 'prevent', 'you', 'from', 'getting', 'a', 'redneck']","[0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'americans', 'deserve', 'justice', 'we', 'have', 'homelessness', 'out', 'of', 'control', 'in', 'cities', 'murders', 'in', 'cities', 'illegal', 'aliens', 'that', 'have', 'murdered', 'and', 'raped', 'running', 'around', 'free', 'in', 'the', 'country', 'you', 'democrats', 'need', 'to', 'do', 'your', 'jobs', 'p', 'you', 'will', 'never', 'win']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['allowing', 'muslim', 'rape', 'jihadis', 'to', 'drive', 'western', 'women', 'around', 'in', 'cars', 'is', 'a', 'recipie', 'for', 'disaster', 'see', 'halifax']","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['hm', 'changing', 'the', 'minds', 'of', 'whites', 'how', 'about', 'a', 'white', 'only', 'informal', 'labor', 'exchange', 'to', 'bind', 'the', 'economic', 'social', 'and', 'political', 'interests', 'of', 'whites', 'otherwise', 'you', 'offer', 'nothing', 'the', 'jew', 'system', 'already', 'offers', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",offensive
